"","id","X","Y","Z","Spit","Level","Code","Sitio","Area","Lot","Materia","Classe","Fragmentacao_Artefacto","Cortex","Peso","Espessura","Largura","Comprimento","Alteracao","Fogo","N_Esquirolas","Tipo_Retocado","Notas"
"1750","H21-4313",119.736000061035,129.100006103516,24.0130004882812,"4","5","BUCKET","VB",TRUE,"LOT-258","Silex","Lasca",NA,"0%",1,4.55,16.92,14.76,"Nenhuma",NA,NA,NA,NA
"1751","H21-4313",119.736000061035,129.100006103516,24.0130004882812,"4","5","BUCKET","VB",TRUE,"LOT-258","Silex","Lasca",NA,"0%",0.4,3.68,10.23,15.52,"Nenhuma",NA,NA,NA,NA
"1752","H21-4313",119.736000061035,129.100006103516,24.0130004882812,"4","5","BUCKET","VB",TRUE,"LOT-258","Silex","Lasca",NA,"0%",0,2.59,14.64,12.79,"Nenhuma",NA,NA,NA,NA
"1753","H21-4313",119.736000061035,129.100006103516,24.0130004882812,"4","5","BUCKET","VB",TRUE,"LOT-258","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,4,NA,NA
"1754","H21-4313",119.736000061035,129.100006103516,24.0130004882812,"4","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,3,NA,NA
"1755","H21-4314",119.952003479004,129.050994873047,24.1060009002686,"4","5","LITHIC","VB",TRUE,"LOT-320","Silex","Lasca",NA,"100%",3,3.81,27.01,22.93,"Concrecao",NA,NA,NA,NA
"1756","H21-4321",119.38500213623,129.432998657227,23.9610004425049,"5","5","LITHIC","VB",TRUE,"LOT-320","Grauvaque","Fragmento Lasca","Distal","0%",3,6.62,15.42,0,"Nenhuma",NA,NA,NA,NA
"1757","H21-4322",119.120002746582,129.641006469727,23.9540004730225,"5","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Fragmento",NA,NA,3,0,0,0,"Nenhuma",NA,NA,NA,NA
"1758","H21-4326",119.494003295898,129.251007080078,23.9939994812012,"5","5","LITHIC","VB",TRUE,"LOT-320","Silex","Produto retocado",NA,"1-30%",6,11.59,20.21,26.12,"Concrecao",NA,NA,"Buril",NA
"1759","H21-4328",119.28800201416,129.623001098633,23.9589996337891,"5","5","BUCKET","VB",TRUE,"LOT-258","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"1760","H21-4331",119.671997070312,129.291000366211,23.9549999237061,"5","5","BUCKET","VB",TRUE,"LOT-258","Silex","Fragmento",NA,NA,1.4,0,0,0,"Nenhuma",NA,NA,NA,NA
"1761","H21-4331",119.671997070312,129.291000366211,23.9549999237061,"5","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Fragmento",NA,NA,1.8,0,0,0,"Nenhuma",NA,NA,NA,NA
"1762","H21-4331",119.671997070312,129.291000366211,23.9549999237061,"5","5","BUCKET","VB",TRUE,"LOT-258","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"1763","H21-4331",119.671997070312,129.291000366211,23.9549999237061,"5","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Fragmento",NA,NA,2,0,0,0,"Nenhuma",NA,NA,NA,NA
"1764","H21-4334",119.690002441406,129.692993164062,23.9389991760254,"5","5","BUCKET","VB",TRUE,"LOT-258","Silex","Produto alongado",NA,"0%",0,3,6,16.59,"Nenhuma",NA,NA,NA,NA
"1765","H21-4334",119.690002441406,129.692993164062,23.9389991760254,"5","5","BUCKET","VB",TRUE,"LOT-258","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"1766","H21-4334",119.690002441406,129.692993164062,23.9389991760254,"5","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"1767","H21-4337",119.247001647949,129.253997802734,23.9150009155273,"6","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"1768","H21-4340",119.63500213623,129.121002197266,23.9909992218018,"5","5","LITHIC","VB",TRUE,"LOT-320","Grauvaque","Manuport",NA,NA,45,0,0,0,"Concrecao",NA,NA,NA,NA
"1769","H21-4343",119.180000305176,129.291000366211,23.8939990997314,"6","5","LITHIC","VB",TRUE,"LOT-320","Grauvaque","Bigorna",NA,NA,177,0,0,0,"Concrecao",NA,NA,NA,NA
"1770","H21-4350",119.684997558594,129.29899597168,23.9360008239746,"5","5","LITHIC","VB",TRUE,"LOT-320","Grauvaque","Lasca",NA,"0%",16,8.06,32.24,48.03,"Concrecao",NA,NA,NA,NA
"1771","H21-4351",119.575996398926,129.496002197266,23.9230003356934,"5","5","BUCKET","VB",TRUE,"LOT-258","Silex","Fragmento",NA,NA,3.2,0,0,0,"Nenhuma",NA,NA,NA,NA
"1772","H21-4351",119.575996398926,129.496002197266,23.9230003356934,"5","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Fragmento",NA,NA,1.9,0,0,0,"Nenhuma",NA,NA,NA,NA
"1773","H21-4351",119.575996398926,129.496002197266,23.9230003356934,"5","5","BUCKET","VB",TRUE,"LOT-258","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,4,NA,NA
"1774","H21-4352",119.550003051758,129.229995727539,23.9330005645752,"5","5","LITHIC","VB",TRUE,"LOT-320","Grauvaque","Fragmento",NA,NA,16,0,0,0,"Nenhuma",NA,NA,NA,NA
"1775","H21-4356",119.726997375488,129.164993286133,23.9230003356934,"6","5","LITHIC","VB",TRUE,"LOT-320","Silex","Núcleo",NA,"1-30%",15,21.9,18.92,32.74,"Concrecao",NA,NA,NA,NA
"1776","H21-4357",119.496002197266,129.123001098633,23.9109992980957,"6","5","BUCKET","VB",TRUE,"LOT-258","Silex","Lasca",NA,"0%",1,4.32,17.79,18.2,"Nenhuma",NA,NA,NA,NA
"1777","H21-4357",119.496002197266,129.123001098633,23.9109992980957,"6","5","BUCKET","VB",TRUE,"LOT-258","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"1778","H21-4359",119.697998046875,129.059005737305,23.9130001068115,"6","5","BUCKET","VB",TRUE,"LOT-258","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"1779","H21-4359",119.697998046875,129.059005737305,23.9130001068115,"6","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"1780","H21-4362",119.36799621582,129.005996704102,23.8659992218018,"7","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"1781","H21-4367",119.324996948242,129.67399597168,23.8509998321533,"7","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"1782","H21-4368",119.47200012207,129.29899597168,23.863000869751,"7","5","BUCKET","VB",TRUE,"LOT-258","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"1783","H21-4371",119.804000854492,129.231002807617,23.867000579834,"7","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Fragmento",NA,NA,1.5,0,0,0,"Nenhuma",NA,NA,NA,NA
"1784","H21-4371",119.804000854492,129.231002807617,23.867000579834,"7","5","BUCKET","VB",TRUE,"LOT-258","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"1785","H21-4371",119.804000854492,129.231002807617,23.867000579834,"7","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,10,NA,NA
"1786","H21-4374",119.544998168945,129.216995239258,23.8190002441406,"8","5","BUCKET","VB",TRUE,"LOT-258","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"1787","H21-4374",119.544998168945,129.216995239258,23.8190002441406,"8","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,6,NA,NA
"1788","H21-4375",119.660003662109,129.052001953125,23.8479995727539,"8","5","LITHIC","VB",TRUE,"LOT-258","Grauvaque","Fragmento",NA,NA,3,0,0,0,"Nenhuma",NA,NA,NA,NA
"1789","H21-4376",119.599998474121,129.080001831055,23.8139991760254,"8","5","BUCKET","VB",TRUE,"LOT-258","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"1790","H21-4376",119.599998474121,129.080001831055,23.8139991760254,"8","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"1791","H21-4377",119.849998474121,129.313995361328,23.8449993133545,"8","5","LITHIC","VB",TRUE,"LOT-258","Grauvaque","Fragmento",NA,NA,41,0,0,0,"Concrecao",NA,NA,NA,NA
"1792","H21-4379",119.319000244141,129.63200378418,23.80299949646,"8","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Fragmento",NA,NA,1.8,0,0,0,"Nenhuma",NA,NA,NA,NA
"1793","H21-4379",119.319000244141,129.63200378418,23.80299949646,"8","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Fragmento",NA,NA,0.4,0,0,0,"Nenhuma",NA,NA,NA,NA
"1794","H21-4379",119.319000244141,129.63200378418,23.80299949646,"8","5","BUCKET","VB",TRUE,"LOT-258","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"1795","H21-4379",119.319000244141,129.63200378418,23.80299949646,"8","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,4,NA,NA
"1796","H21-4381",119.109001159668,129.682998657227,23.8090000152588,"8","5","BUCKET","VB",TRUE,"LOT-258","Silex","Fragmento",NA,NA,1.1,0,0,0,"Nenhuma",NA,NA,NA,NA
"1797","H21-4381",119.109001159668,129.682998657227,23.8090000152588,"8","5","BUCKET","VB",TRUE,"LOT-258","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,5,NA,NA
"1798","H21-4381",119.109001159668,129.682998657227,23.8090000152588,"8","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,14,NA,NA
"1799","H21-4383",119.208000183105,129.854995727539,23.8129997253418,"8","5","BUCKET","VB",TRUE,"LOT-258","Silex","Lasca",NA,"0%",0.7,3.83,12.17,15.66,"Nenhuma",NA,NA,NA,NA
"1800","H21-4383",119.208000183105,129.854995727539,23.8129997253418,"8","5","BUCKET","VB",TRUE,"LOT-258","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"1801","H21-4383",119.208000183105,129.854995727539,23.8129997253418,"8","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,9,NA,NA
"1802","H21-4388",119.849998474121,129.822998046875,23.8080005645752,"8","5","LITHIC","VB",TRUE,"LOT-258","Grauvaque","Fragmento",NA,NA,12,0,0,0,"Concrecao",NA,NA,NA,NA
"1803","H21-4389",119.785003662109,129.781997680664,23.8139991760254,"8","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,15,NA,NA
"1804","H21-4389",119.785003662109,129.781997680664,23.8139991760254,"8","5","BUCKET","VB",TRUE,"LOT-258","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"1805","H21-4392",119.813003540039,129.785995483398,23.7940006256104,"8","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Fragmento",NA,NA,6,0,0,0,"Nenhuma",NA,NA,NA,NA
"1806","H21-4392",119.813003540039,129.785995483398,23.7940006256104,"8","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Fragmento",NA,NA,0.6,0,0,0,"Nenhuma",NA,NA,NA,NA
"1807","H21-4392",119.813003540039,129.785995483398,23.7940006256104,"8","5","BUCKET","VB",TRUE,"LOT-258","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"1808","H21-4392",119.813003540039,129.785995483398,23.7940006256104,"8","5","BUCKET","VB",TRUE,"LOT-258","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,11,NA,NA
"1809","I18-1857",118.230003356934,126.383003234863,24.2940006256104,"1","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Lasca",NA,"31-60%",1.3,2.38,24.19,20.36,"Nenhuma",NA,NA,NA,NA
"1810","I18-1858",118.059997558594,126.511001586914,24.253999710083,"1","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Fragmento produto alongado","Proximal","0%",0.7,2.52,11.59,0,"Nenhuma",NA,NA,NA,NA
"1811","I18-1869",118.092002868652,126.414001464844,24.2509994506836,"1","4E","LITHIC","VB",TRUE,"LOT-40","Grauvaque","Fragmento",NA,NA,95.8,0,0,0,"Nenhuma",NA,NA,NA,NA
"1812","I18-1891",118.234001159668,126.394996643066,24.2719993591309,"1","4E","LITHIC","VB",TRUE,"LOT-238","Silex","Lasca",NA,"0%",5.8,7.74,15.98,34.43,"Nenhuma",NA,NA,NA,NA
"1813","I18-1903",118.11799621582,126.401000976562,24.2479991912842,"1","4E","LITHIC","VB",TRUE,"LOT-40","Silex","Lasca",NA,"0%",4.1,5.79,23.07,30.63,"Nenhuma",NA,NA,NA,NA
"1814","I18-1928",118.305000305176,126.471000671387,24.2830009460449,"1","4E","LITHIC","VB",TRUE,"LOT-40","Silex","Lasca",NA,"0%",2.6,5.92,20.16,24,"Nenhuma",NA,NA,NA,NA
"1815","I18-1931",118.276000976562,126.147003173828,24.298999786377,"1","4E","LITHIC","VB",TRUE,"LOT-40","Grauvaque","Lasca",NA,"0%",1.4,5.62,18.9,17.9,"Nenhuma",NA,NA,NA,NA
"1816","I18-1932",118.151000976562,126.073997497559,24.2880001068115,"1","4E","LITHIC","VB",TRUE,"LOT-40","Silex","Fragmento",NA,NA,6.1,0,0,0,"Nenhuma",NA,NA,NA,NA
"1817","I18-1934",118.371002197266,126.452003479004,24.2919998168945,"1","4E","LITHIC","VB",TRUE,"LOT-40","Silex","Núcleo",NA,"0%",40.6,27.59,37.78,33.74,"Nenhuma",NA,NA,NA,NA
"1818","I18-1945",118.227996826172,126.311996459961,24.253999710083,"1","4E","BUCKET","VB",TRUE,"LOT-40","Grauvaque","Fragmento",NA,NA,5.4,0,0,0,"Nenhuma",NA,NA,NA,NA
"1819","I18-1945",118.227996826172,126.311996459961,24.253999710083,"1","4E","BUCKET","VB",TRUE,"LOT-40","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,11,NA,NA
"1820","I18-1947",118.022003173828,126.204002380371,24.253999710083,"1","4E","LITHIC","VB",TRUE,"LOT-40","Grauvaque","Fragmento",NA,NA,8.6,0,0,0,"Nenhuma",NA,NA,NA,NA
"1821","I18-1954",118.339996337891,126.439002990723,24.2789993286133,"1","4E","LITHIC","VB",TRUE,"LOT-40","Silex","Fragmento",NA,NA,2.8,0,0,0,"Nenhuma",NA,NA,NA,NA
"1822","I18-1957",118.333999633789,126.047996520996,24.2779998779297,"1","4E","LITHIC","VB",TRUE,"LOT-40","Calcedonia","Lasca",NA,"0%",1.3,4.15,15.94,20.73,"Nenhuma",NA,NA,NA,NA
"1823","I18-1959",118.278999328613,126.064002990723,24.2639999389648,"1","4E","LITHIC","VB",TRUE,"LOT-40","Grauvaque","Fragmento",NA,NA,7.4,0,0,0,"Nenhuma",NA,NA,NA,NA
"1824","I18-1960",118.333000183105,126.041999816895,24.2709999084473,"1","4E","LITHIC","VB",TRUE,"LOT-40","Silex","Lasca",NA,"0%",2.3,5.42,15.75,22.47,"Nenhuma",NA,NA,NA,NA
"1825","I18-1961",118.36499786377,126.070999145508,24.2789993286133,"1","4E","LITHIC","VB",TRUE,"LOT-40","Silex","Fragmento",NA,NA,3.1,0,0,0,"Nenhuma",NA,NA,NA,NA
"1826","I18-1962",118.360000610352,126.093002319336,24.2639999389648,"1","4E","LITHIC","VB",TRUE,"LOT-40","Silex","Fragmento",NA,NA,2.6,0,0,0,"Nenhuma",NA,NA,NA,NA
"1827","I18-1972",118.429000854492,126.306999206543,24.2709999084473,"1","4E","LITHIC","VB",TRUE,"LOT-40","Grauvaque","Fragmento",NA,NA,17.3,0,0,0,"Nenhuma",NA,NA,NA,NA
"1828","I18-1978",118.454002380371,126.27799987793,24.2779998779297,"1","4E","LITHIC","VB",TRUE,"LOT-40","Grauvaque","Fragmento",NA,NA,18.1,0,0,0,"Nenhuma",NA,NA,NA,NA
"1829","I18-1979",118.448997497559,126.436996459961,24.2689990997314,"1","4E","LITHIC","VB",TRUE,"LOT-40","Silex","Lasca",NA,"0%",0.8,4.85,14.38,15.35,"Nenhuma",NA,NA,NA,NA
"1830","I18-1987",118.315002441406,126.606002807617,24.2749996185303,"1","4E","LITHIC","VB",TRUE,"LOT-40","Silex","Fragmento",NA,NA,19.6,0,0,0,"Nenhuma",NA,NA,NA,NA
"1831","I18-1988",118.265998840332,126.63500213623,24.2740001678467,"1","4E","LITHIC","VB",TRUE,"LOT-40","Grauvaque","Fragmento",NA,NA,12.9,0,0,0,"Nenhuma",NA,NA,NA,NA
"1832","I18-1989",118.329002380371,126.327003479004,24.2490005493164,"1","4E","BUCKET","VB",TRUE,"LOT-40","Grauvaque","Fragmento lasca","Proximal","0%",1,3.55,14.15,15.32,"Nenhuma",NA,NA,NA,NA
"1833","I18-1989",118.329002380371,126.327003479004,24.2490005493164,"1","4E","BUCKET","VB",TRUE,"LOT-40","Silex","Produto alongado",NA,"0%",0.8,3.56,9.14,17.53,"Nenhuma",NA,NA,NA,NA
"1834","I18-1989",118.329002380371,126.327003479004,24.2490005493164,"1","4E","BUCKET","VB",TRUE,"LOT-40","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,11,NA,NA
"1835","I18-1991",118.463996887207,126.519996643066,24.257999420166,"1","4E","LITHIC","VB",TRUE,"LOT-40","Grauvaque","Fragmento",NA,NA,7.4,0,0,0,"Nenhuma",NA,NA,NA,NA
"1836","I18-2001",118.464996337891,126.593002319336,24.2649993896484,"1","4E","LITHIC","VB",TRUE,"LOT-40","Grauvaque","Fragmento",NA,NA,6.1,0,0,0,"Nenhuma",NA,NA,NA,NA
"1837","I18-2002",118.067001342773,126.698997497559,24.2479991912842,"1","4E","LITHIC","VB",TRUE,"LOT-236","Grauvaque","Fragmento",NA,NA,2.3,0,0,0,"Nenhuma",NA,NA,NA,NA
"1838","I18-2005",118.122001647949,126.797996520996,24.2719993591309,"1","4E","LITHIC","VB",TRUE,"LOT-40","Grauvaque","Fragmento",NA,NA,18.9,0,0,0,"Nenhuma",NA,NA,NA,NA
"1839","I18-2009",118.21199798584,126.485000610352,24.253999710083,"1","4E","LITHIC","VB",TRUE,"LOT-40","Grauvaque","Produto retocado",NA,"0%",18.7,18.77,42.07,23.29,"Nenhuma",NA,NA,"Raspadeira carnada",NA
"1840","I18-2011",118.231002807617,126.845001220703,24.2530002593994,"1","4E","LITHIC","VB",TRUE,"LOT-40","Silex","Núcleo",NA,"0%",42.7,30.4,35.52,32.43,"Nenhuma",NA,NA,NA,NA
"1841","I18-2012",118.119003295898,126.936996459961,24.2740001678467,"1","4E","LITHIC","VB",TRUE,"LOT-236","Grauvaque","Fragmento",NA,NA,5,0,0,0,"Nenhuma",NA,NA,NA,NA
"1842","I18-2013",118.142997741699,126.726997375488,24.2390003204346,"1","4E","BUCKET","VB",TRUE,"LOT-40","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,17,NA,NA
"1843","I18-2013",118.142997741699,126.726997375488,24.2390003204346,"1","4E","BUCKET","VB",TRUE,"LOT-40","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"1844","I18-2017",118.230003356934,126.930000305176,24.2530002593994,"1","4E","LITHIC","VB",TRUE,"LOT-40","Silex","Lasca",NA,"0%",1,2.8,14.03,22.71,"Nenhuma",NA,NA,NA,NA
"1845","I18-2018",118.430999755859,126.955001831055,24.3050003051758,"1","4E","LITHIC","VB",TRUE,"LOT-40","Grauvaque","Manuport",NA,NA,3,0,0,0,"Nenhuma",NA,NA,NA,NA
"1846","I18-2019",118.40599822998,126.921997070312,24.2940006256104,"1","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Fragmento Lasca","Proximal","0%",2.5,5.49,17.97,0,"Nenhuma",NA,NA,NA,NA
"1847","I18-2020",118.430999755859,126.669998168945,24.261999130249,"1","4E","LITHIC","VB",TRUE,"LOT-236","Silex","Fragmento",NA,NA,6.4,0,0,0,"Nenhuma",NA,NA,NA,NA
"1848","I18-2023",118.523002624512,126.794998168945,24.2770004272461,"1","4E","LITHIC","VB",TRUE,"LOT-40","Silex","Núcleo",NA,"0%",6.5,14.77,23.46,20.81,"Nenhuma",NA,NA,NA,NA
"1849","I18-2025",118.457000732422,126.850997924805,24.25,"1","4E","BUCKET","VB",TRUE,"LOT-40","Silex","Lasca",NA,"0%",0.8,3.16,9.94,21.36,"Nenhuma",NA,NA,NA,NA
"1850","I18-2025",118.457000732422,126.850997924805,24.25,"1","4E","BUCKET","VB",TRUE,"LOT-40","Silex","Lasca",NA,"0%",2,9.06,10.54,18.17,"Nenhuma",NA,NA,NA,NA
"1851","I18-2025",118.457000732422,126.850997924805,24.25,"1","4E","BUCKET","VB",TRUE,"LOT-40","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,7,NA,NA
"1852","I18-2025",118.457000732422,126.850997924805,24.25,"1","4E","BUCKET","VB",TRUE,"LOT-40","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,5,NA,NA
"1853","I18-2028",118.490997314453,126.516998291016,24.253999710083,"1","4E","LITHIC","VB",TRUE,"LOT-236","Silex","Lasca",NA,"0%",2.6,9.3,17.64,7.31,"Nenhuma",NA,NA,NA,NA
"1854","I18-2029",118.554000854492,126.569999694824,24.2520008087158,"1","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Produto retocado",NA,"0%",13.1,8.68,23.91,25.51,"Nenhuma",NA,NA,"Peça esquirolada",NA
"1855","I18-2031",118.896003723145,126.986000061035,24.2919998168945,"1","4E","LITHIC","VB",TRUE,"LOT-40","Grauvaque","Fragmento",NA,NA,10.2,0,0,0,"Nenhuma",NA,NA,NA,NA
"1856","I18-2039",118.430999755859,126.033996582031,24.3010005950928,"1","4E","LITHIC","VB",TRUE,"LOT-181","Calcedonia","Lasca",NA,"0%",2.9,7.59,15.43,24.65,"Nenhuma",NA,NA,NA,NA
"1857","I18-2040",118.475997924805,126.085998535156,24.2709999084473,"1","4E","LITHIC","VB",TRUE,"LOT-181","Calcedonia","Lasca",NA,"0%",1.4,5.17,13.51,20.02,"Nenhuma",NA,NA,NA,NA
"1858","I18-2041",118.516998291016,126.142997741699,24.2639999389648,"1","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Núcleo",NA,"0%",31.6,23,34.38,31.68,"Nenhuma",NA,NA,NA,NA
"1859","I18-2048",118.943000793457,126.983001708984,24.2719993591309,"1","4E","BUCKET","VB",TRUE,"LOT-238","Grauvaque","Fragmento",NA,NA,4.5,0,0,0,"Nenhuma",NA,NA,NA,NA
"1860","I18-2048",118.943000793457,126.983001708984,24.2719993591309,"1","4E","BUCKET","VB",TRUE,"LOT-238","Grauvaque","Fragmento",NA,NA,10,0,0,0,"Nenhuma",NA,NA,NA,NA
"1861","I18-2051",118.708999633789,126.351997375488,24.2980003356934,"1","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Lasca",NA,"0%",2.2,6.15,17.99,16.86,"Nenhuma",NA,NA,NA,NA
"1862","I18-2054",118.552001953125,126.36799621582,24.2490005493164,"1","4E","BUCKET","VB",TRUE,"LOT-40","Grauvaque","Fragmento",NA,NA,2.9,0,0,0,"Nenhuma",NA,NA,NA,NA
"1863","I18-2054",118.552001953125,126.36799621582,24.2490005493164,"1","4E","BUCKET","VB",TRUE,"LOT-40","Silex","Lasca",NA,"0%",1.7,6.72,13.1,17.13,"Nenhuma",NA,NA,NA,NA
"1864","I18-2054",118.552001953125,126.36799621582,24.2490005493164,"1","4E","BUCKET","VB",TRUE,"LOT-40","Silex","Lasca",NA,"0%",1.5,6.04,13.07,19.45,"Nenhuma",NA,NA,NA,NA
"1865","I18-2054",118.552001953125,126.36799621582,24.2490005493164,"1","4E","BUCKET","VB",TRUE,"LOT-40","Silex","Lasca",NA,"0%",1,4.7,14.58,14.68,"Nenhuma",NA,NA,NA,NA
"1866","I18-2054",118.552001953125,126.36799621582,24.2490005493164,"1","4E","BUCKET","VB",TRUE,"LOT-40","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,11,NA,NA
"1867","I18-2055",118.708999633789,126.328002929688,24.2919998168945,"1","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Produto alongado",NA,"0%",0.7,3.42,7.91,17.16,"Nenhuma",NA,NA,NA,NA
"1868","I18-2059",118.723999023438,126.182998657227,24.2819995880127,"1","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Produto retocado",NA,"0%",6,6.33,26.17,29.18,"Nenhuma",NA,NA,"Buril sobre truncatura",NA
"1869","I18-2061",118.498001098633,126.046997070312,24.2549991607666,"1","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Lasca",NA,"0%",1.6,5.1,13.18,20.23,"Nenhuma",NA,NA,NA,NA
"1870","I18-2071",118.071998596191,126.055000305176,24.2789993286133,"1","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Lasca",NA,"0%",1.9,5.71,12.88,22.09,"Nenhuma",NA,NA,NA,NA
"1871","I18-2072",118.080001831055,126.039001464844,24.2849998474121,"1","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Lasca",NA,"0%",2.6,5.33,17.64,27.24,"Nenhuma",NA,NA,NA,NA
"1872","I18-2074",118.182998657227,126.046997070312,24.2700004577637,"1","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Fragmento",NA,NA,4.8,0,0,0,"Nenhuma",NA,NA,NA,NA
"1873","I18-2075",118.533996582031,126.009002685547,24.2800006866455,"1","4E","LITHIC","VB",TRUE,"LOT-236","Silex","Fragmento",NA,NA,5.6,0,0,0,"Nenhuma",NA,NA,NA,NA
"1874","I18-2083",118.802001953125,126.165000915527,24.2919998168945,"1","4E","LITHIC","VB",TRUE,"LOT-181","Grauvaque","Fragmento",NA,NA,14.9,0,0,0,"Nenhuma",NA,NA,NA,NA
"1875","I18-2084",118.805999755859,126.125,24.3190002441406,"1","4E","LITHIC","VB",TRUE,"LOT-181","Grauvaque","Fragmento",NA,NA,5.6,0,0,0,"Nenhuma",NA,NA,NA,NA
"1876","I18-2085",118.860000610352,126.093002319336,24.3209991455078,"1","4E","LITHIC","VB",TRUE,"LOT-181","Grauvaque","Fragmento",NA,NA,69.4,0,0,0,"Nenhuma",NA,NA,NA,NA
"1877","I18-2087",118.682998657227,126.19100189209,24.2590007781982,"1","4E","BUCKET","VB",TRUE,"LOT-40","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,8,NA,NA
"1878","I18-2089",118.869003295898,126.111000061035,24.3139991760254,"1","4E","LITHIC","VB",TRUE,"LOT-181","Grauvaque","Fragmento",NA,NA,20,0,0,0,"Nenhuma",NA,NA,NA,NA
